time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2023-06-29 08:00:00,24.0,12.9,50.0,0.0,,102.0,4.0,13.0,1016.0,,4.0
2023-06-29 09:00:00,24.8,12.1,45.0,0.0,0.0,170.0,5.0,15.0,1015.1,,4.0
2023-06-29 10:00:00,26.0,13.2,45.0,0.0,,164.0,6.0,14.8,1015.0,,4.0
2023-06-29 11:00:00,28.0,13.1,40.0,0.0,,60.0,6.0,16.7,1015.0,,4.0
2023-06-29 12:00:00,28.2,12.5,38.0,0.0,0.0,50.0,5.0,18.0,1013.9,,4.0
2023-06-29 13:00:00,28.0,13.1,40.0,0.0,,360.0,7.0,20.4,1014.0,,4.0
2023-06-29 14:00:00,28.0,13.9,42.0,0.0,,10.0,7.0,20.4,1014.0,,4.0
2023-06-29 15:00:00,29.0,14.0,40.0,0.0,0.0,50.0,9.0,22.0,1012.6,,4.0
2023-06-29 16:00:00,28.0,13.9,42.0,0.0,,80.0,7.0,24.1,1012.0,,3.0
2023-06-29 17:00:00,27.0,14.1,45.0,0.0,,100.0,6.0,22.2,1013.0,,4.0
2023-06-29 18:00:00,25.5,14.0,49.0,0.0,0.0,140.0,4.0,13.0,1012.3,,4.0
2023-06-29 19:00:00,25.0,14.2,51.0,0.0,,140.0,4.0,16.7,1013.0,,18.0
2023-06-29 20:00:00,22.0,15.1,65.0,0.3,,160.0,6.0,16.7,1013.0,,18.0
2023-06-29 21:00:00,21.0,14.9,68.0,0.0,0.0,280.0,2.0,9.0,1012.8,,18.0
2023-06-29 22:00:00,20.0,15.0,73.0,1.3,,310.0,7.0,18.5,1013.0,,18.0
2023-06-29 23:00:00,21.0,13.9,64.0,0.0,,290.0,7.0,18.5,1012.0,,18.0
2023-06-30 00:00:00,20.0,14.4,70.0,0.4,0.0,290.0,8.0,13.0,1011.9,,7.0
2023-06-30 01:00:00,21.0,13.9,64.0,0.4,,300.0,7.0,16.7,1011.0,,7.0
2023-06-30 02:00:00,21.0,15.1,69.0,0.2,,220.0,7.0,16.7,1012.0,,7.0
2023-06-30 03:00:00,20.6,14.7,69.0,0.0,0.0,290.0,5.0,11.0,1011.6,,7.0
2023-06-30 04:00:00,21.0,15.1,69.0,0.0,,290.0,9.0,14.8,1012.0,,4.0
2023-06-30 05:00:00,19.0,17.0,88.0,0.0,,190.0,9.0,14.8,1012.0,,4.0
2023-06-30 06:00:00,18.4,17.1,92.0,0.0,0.0,160.0,4.0,22.0,1012.7,,4.0
2023-06-30 07:00:00,18.0,18.0,100.0,0.0,,180.0,9.0,13.0,1013.0,,7.0
2023-06-30 08:00:00,19.0,18.0,94.0,0.5,,200.0,7.0,14.8,1013.0,,4.0
2023-06-30 09:00:00,19.7,18.5,93.0,0.0,0.0,170.0,5.0,13.0,1013.1,,4.0
2023-06-30 10:00:00,21.0,18.9,88.0,0.1,,140.0,6.0,16.7,1013.0,,3.0
2023-06-30 11:00:00,21.0,18.0,83.0,0.1,,150.0,7.0,20.4,1013.0,,4.0
2023-06-30 12:00:00,20.7,18.3,86.0,0.0,0.0,180.0,13.0,22.0,1012.8,,4.0
2023-06-30 13:00:00,21.0,18.0,83.0,0.0,,180.0,13.0,24.1,1013.0,,4.0
2023-06-30 14:00:00,21.0,18.0,83.0,0.0,,180.0,7.0,25.9,1013.0,,4.0
2023-06-30 15:00:00,21.5,16.9,75.0,1.9,0.0,260.0,9.0,30.0,1012.3,,4.0
2023-06-30 16:00:00,21.0,15.1,69.0,0.0,,270.0,17.0,20.4,1012.0,,18.0
2023-06-30 17:00:00,21.0,15.1,69.0,0.0,,200.0,7.0,20.4,1012.0,,18.0
2023-06-30 18:00:00,21.3,13.5,61.0,0.0,0.0,250.0,8.0,13.0,1012.2,,4.0
2023-06-30 19:00:00,20.0,15.0,73.0,0.0,,190.0,9.0,18.5,1013.0,,4.0
2023-06-30 20:00:00,19.0,15.1,78.0,0.0,,210.0,9.0,16.7,1013.0,,4.0
2023-06-30 21:00:00,17.5,14.4,82.0,0.0,0.0,210.0,13.0,22.0,1013.5,,4.0
2023-06-30 22:00:00,16.0,15.0,94.0,0.0,,200.0,9.0,16.7,1013.0,,4.0
2023-06-30 23:00:00,15.0,14.0,94.0,0.0,,220.0,9.0,16.7,1013.0,,4.0
2023-07-01 00:00:00,14.2,13.4,95.0,0.0,0.0,180.0,5.0,13.0,1013.4,,4.0
2023-07-01 01:00:00,13.0,12.1,94.0,0.0,,210.0,7.0,14.8,1013.0,,4.0
2023-07-01 02:00:00,12.0,11.1,94.0,0.0,,200.0,4.0,14.8,1012.0,,4.0
2023-07-01 03:00:00,11.5,10.7,95.0,0.0,0.0,160.0,4.0,8.0,1013.0,,4.0
2023-07-01 04:00:00,13.0,12.1,94.0,0.0,,170.0,7.0,9.3,1012.0,,4.0
2023-07-01 05:00:00,15.0,13.0,88.0,0.0,,170.0,9.0,13.0,1012.0,,4.0
2023-07-01 06:00:00,17.0,12.9,77.0,0.0,0.0,170.0,11.0,18.0,1012.4,,4.0
2023-07-01 07:00:00,20.0,12.0,60.0,0.0,,200.0,19.0,18.5,1012.0,,4.0
2023-07-01 08:00:00,21.0,11.1,53.0,0.0,,180.0,17.0,24.1,1011.0,,4.0
2023-07-01 09:00:00,21.7,12.0,54.0,0.0,0.0,200.0,18.0,31.0,1011.1,,4.0
2023-07-01 10:00:00,21.0,11.9,56.0,0.0,,240.0,26.0,29.6,1011.0,,4.0
2023-07-01 11:00:00,22.0,12.0,53.0,0.0,,210.0,17.0,33.3,1010.0,,4.0
2023-07-01 12:00:00,21.7,12.3,55.0,0.0,0.0,190.0,18.0,31.0,1010.0,,4.0
2023-07-01 13:00:00,22.0,13.1,57.0,0.0,,200.0,19.0,31.5,1010.0,,4.0
2023-07-01 14:00:00,22.0,13.1,57.0,0.0,,190.0,19.0,31.5,1010.0,,7.0
2023-07-01 15:00:00,21.4,13.8,62.0,0.0,0.0,190.0,11.0,31.0,1009.3,,7.0
2023-07-01 16:00:00,20.0,15.0,73.0,0.0,,210.0,19.0,27.8,1009.0,,7.0
2023-07-01 17:00:00,21.0,15.1,69.0,0.0,,190.0,11.0,25.9,1009.0,,4.0
2023-07-01 18:00:00,20.9,15.2,70.0,0.0,0.0,220.0,18.0,33.0,1009.3,,4.0
2023-07-01 19:00:00,21.0,15.1,69.0,0.1,,210.0,13.0,22.2,1010.0,,4.0
2023-07-01 20:00:00,19.0,15.1,78.0,0.0,,210.0,9.0,20.4,1010.0,,4.0
2023-07-01 21:00:00,19.2,15.1,77.0,0.0,0.0,180.0,11.0,21.0,1010.4,,4.0
2023-07-01 22:00:00,18.0,15.1,83.0,0.1,,230.0,6.0,22.2,1011.0,,4.0
2023-07-01 23:00:00,18.0,16.0,88.0,0.5,,180.0,4.0,20.4,1011.0,,4.0
2023-07-02 00:00:00,17.1,15.6,91.0,0.0,0.0,230.0,5.0,13.0,1011.6,,4.0
2023-07-02 01:00:00,17.0,15.0,88.0,0.1,,310.0,15.0,18.5,1012.0,,4.0
2023-07-02 02:00:00,17.0,12.9,77.0,0.1,,300.0,7.0,18.5,1012.0,,4.0
2023-07-02 03:00:00,16.6,13.7,83.0,0.0,0.0,270.0,9.0,17.0,1012.2,,4.0
2023-07-02 04:00:00,17.0,12.9,77.0,0.2,,300.0,9.0,16.7,1013.0,,4.0
2023-07-02 05:00:00,18.0,13.1,73.0,0.0,,270.0,11.0,16.7,1013.0,,4.0
2023-07-02 06:00:00,19.2,12.9,67.0,0.0,0.0,270.0,15.0,22.0,1013.6,,4.0
2023-07-02 07:00:00,20.0,11.0,56.0,0.0,,260.0,15.0,20.4,1014.0,,4.0
2023-07-02 08:00:00,21.0,11.1,53.0,0.0,,260.0,20.0,22.2,1014.0,,4.0
2023-07-02 09:00:00,21.9,10.4,48.0,0.0,0.0,280.0,18.0,35.0,1013.7,,4.0
2023-07-02 10:00:00,24.0,9.2,39.0,0.0,,260.0,19.0,27.8,1014.0,,4.0
2023-07-02 11:00:00,25.0,8.9,36.0,0.0,,270.0,19.0,29.6,1013.0,,4.0
2023-07-02 12:00:00,24.2,8.2,36.0,0.0,0.0,260.0,21.0,37.0,1012.9,,4.0
2023-07-02 13:00:00,26.0,10.2,37.0,0.0,,240.0,22.0,31.5,1013.0,,4.0
2023-07-02 14:00:00,26.0,8.0,32.0,0.0,,240.0,22.0,33.3,1013.0,,4.0
2023-07-02 15:00:00,26.2,8.7,33.0,0.0,0.0,260.0,17.0,39.0,1012.4,,4.0
2023-07-02 16:00:00,27.0,8.0,30.0,0.0,,280.0,20.0,22.2,1013.0,,3.0
2023-07-02 17:00:00,26.0,8.0,32.0,0.0,,280.0,24.0,25.9,1013.0,,3.0
2023-07-02 18:00:00,24.6,8.1,35.0,0.0,0.0,280.0,21.0,39.0,1012.7,,4.0
2023-07-02 19:00:00,22.0,8.8,43.0,0.0,,300.0,15.0,22.2,1013.0,,4.0
2023-07-02 20:00:00,19.0,8.9,52.0,0.0,,310.0,11.0,16.7,1014.0,,4.0
2023-07-02 21:00:00,18.0,9.4,57.0,0.0,0.0,310.0,8.0,18.0,1014.5,,4.0
2023-07-02 22:00:00,17.0,9.9,63.0,0.0,,190.0,6.0,13.0,1014.0,,4.0
2023-07-02 23:00:00,16.0,10.1,68.0,0.0,,230.0,11.0,13.0,1014.0,,4.0
2023-07-03 00:00:00,16.4,10.0,66.0,0.0,0.0,240.0,11.0,17.0,1014.5,,4.0
2023-07-03 01:00:00,18.0,10.1,60.0,0.0,,220.0,7.0,16.7,1014.0,,4.0
2023-07-03 02:00:00,17.0,11.1,68.0,0.0,,190.0,7.0,16.7,1014.0,,4.0
2023-07-03 03:00:00,17.3,10.7,65.0,0.0,0.0,190.0,11.0,21.0,1014.2,,4.0
2023-07-03 04:00:00,17.0,11.1,68.0,0.0,,200.0,9.0,18.5,1014.0,,4.0
2023-07-03 05:00:00,17.0,11.9,72.0,0.0,,230.0,6.0,18.5,1015.0,,4.0
2023-07-03 06:00:00,18.5,11.3,63.0,0.0,0.0,260.0,11.0,18.0,1015.4,,4.0
2023-07-03 07:00:00,20.0,11.0,56.0,0.0,,330.0,7.0,20.4,1016.0,,4.0
2023-07-03 08:00:00,22.0,11.1,50.0,0.0,,220.0,7.0,22.2,1015.0,,4.0
2023-07-03 09:00:00,20.9,10.7,52.0,0.0,0.0,240.0,9.0,22.0,1015.5,,4.0
2023-07-03 10:00:00,23.0,11.1,47.0,0.0,,250.0,24.0,24.1,1016.0,,4.0
2023-07-03 11:00:00,24.0,9.9,41.0,0.0,,240.0,17.0,27.8,1016.0,,4.0
2023-07-03 12:00:00,23.6,10.6,44.0,0.0,0.0,260.0,18.0,30.0,1015.0,,4.0
2023-07-03 13:00:00,25.0,10.8,41.0,0.0,,230.0,17.0,29.6,1015.0,,4.0
2023-07-03 14:00:00,25.0,10.1,39.0,0.0,,220.0,15.0,31.5,1015.0,,4.0
2023-07-03 15:00:00,25.9,10.9,39.0,0.0,0.0,230.0,22.0,37.0,1013.9,,4.0
2023-07-03 16:00:00,24.0,11.0,44.0,0.0,,250.0,22.0,31.5,1014.0,,4.0
2023-07-03 17:00:00,23.0,12.0,50.0,0.0,,240.0,24.0,27.8,1014.0,,4.0
2023-07-03 18:00:00,22.4,12.1,52.0,0.0,0.0,250.0,18.0,41.0,1014.4,,4.0
2023-07-03 19:00:00,21.0,13.9,64.0,0.0,,290.0,11.0,22.2,1015.0,,4.0
2023-07-03 20:00:00,19.0,14.1,73.0,0.0,,200.0,13.0,18.5,1015.0,,4.0
2023-07-03 21:00:00,18.1,14.0,77.0,0.0,0.0,210.0,15.0,24.0,1015.4,,4.0
2023-07-03 22:00:00,17.0,14.1,83.0,0.0,,210.0,11.0,18.5,1015.0,,3.0
2023-07-03 23:00:00,19.0,15.1,78.0,0.0,,210.0,11.0,18.5,1015.0,,4.0
2023-07-04 00:00:00,17.5,14.9,85.0,0.0,0.0,180.0,9.0,24.0,1015.5,,4.0
2023-07-04 01:00:00,16.0,14.0,88.0,0.0,,170.0,6.0,14.8,1016.0,,4.0
2023-07-04 02:00:00,15.7,13.2,85.0,0.0,,201.0,9.3,14.8,1016.0,,4.0
2023-07-04 03:00:00,14.8,13.7,93.0,0.0,0.0,200.0,9.0,15.0,1015.9,,4.0
2023-07-04 04:00:00,16.0,14.0,88.0,0.0,,200.0,7.0,14.8,1016.0,,4.0
2023-07-04 05:00:00,16.0,15.0,94.0,0.0,,230.0,7.0,14.8,1016.0,,4.0
2023-07-04 06:00:00,17.8,14.7,82.0,0.0,0.0,250.0,5.0,15.0,1016.3,,4.0
2023-07-04 07:00:00,21.0,15.1,69.0,0.0,,194.0,4.0,16.7,1017.0,,4.0
2023-07-04 08:00:00,22.0,13.1,57.0,0.0,,200.0,6.0,16.7,1017.0,,4.0
2023-07-04 09:00:00,24.0,11.3,45.0,0.0,0.0,190.0,9.0,22.0,1016.1,,4.0
2023-07-04 10:00:00,25.0,10.8,41.0,0.0,,230.0,9.0,20.4,1016.0,,4.0
2023-07-04 11:00:00,26.0,11.0,39.0,0.0,,180.0,11.0,20.4,1015.0,,4.0
2023-07-04 12:00:00,25.9,10.9,39.0,1.1,0.0,190.0,15.0,28.0,1014.8,,4.0
2023-07-04 13:00:00,27.0,11.9,39.0,0.2,,200.0,15.0,24.1,1015.0,,4.0
2023-07-04 14:00:00,25.0,12.9,47.0,0.0,,190.0,20.0,24.1,1014.0,,4.0
2023-07-04 15:00:00,22.9,15.2,62.0,0.0,0.0,210.0,24.0,44.0,1014.2,,4.0
2023-07-04 16:00:00,19.0,16.0,83.0,0.0,,270.0,11.0,33.3,1014.0,,17.0
2023-07-04 17:00:00,20.0,17.0,83.0,0.0,,240.0,6.0,25.9,1013.0,,4.0
2023-07-04 18:00:00,19.6,17.6,88.0,0.2,0.0,200.0,5.0,15.0,1013.5,,4.0
2023-07-04 19:00:00,18.0,16.0,88.0,0.0,,215.0,4.0,16.7,1013.0,,4.0
2023-07-04 20:00:00,18.0,17.0,94.0,0.0,,200.0,4.0,16.7,1013.0,,4.0
2023-07-04 21:00:00,17.4,15.9,91.0,0.0,0.0,210.0,5.0,9.0,1013.1,,4.0
2023-07-04 22:00:00,16.0,15.0,94.0,0.0,,200.0,6.0,20.4,1012.0,,4.0
2023-07-04 23:00:00,17.3,15.6,90.0,0.0,,188.0,11.1,20.4,1012.8,,4.0
2023-07-05 00:00:00,16.3,15.5,95.0,0.0,0.0,210.0,5.0,18.0,1012.3,,4.0
2023-07-05 01:00:00,17.2,15.2,88.0,0.0,,188.0,13.0,24.1,1012.4,,4.0
2023-07-05 02:00:00,17.3,15.1,87.0,0.3,,190.0,14.8,25.9,1012.6,,4.0
2023-07-05 03:00:00,16.9,15.4,91.0,0.0,0.0,170.0,15.0,26.0,1012.3,,4.0
2023-07-05 04:00:00,17.0,16.0,94.0,0.0,,270.0,19.0,25.9,1013.0,,4.0
2023-07-05 05:00:00,17.0,15.0,88.0,0.0,,210.0,15.0,25.9,1013.0,,4.0
2023-07-05 06:00:00,18.4,14.7,79.0,0.1,0.0,260.0,21.0,39.0,1013.6,,4.0
2023-07-05 07:00:00,19.0,12.0,64.0,0.0,,270.0,26.0,27.8,1015.0,,4.0
2023-07-05 08:00:00,19.0,8.0,49.0,0.0,,270.0,30.0,29.6,1016.0,,4.0
2023-07-05 09:00:00,18.6,8.0,50.0,0.0,0.0,270.0,30.0,44.0,1016.2,,4.0
2023-07-05 10:00:00,21.0,7.9,43.0,0.0,,260.0,19.0,35.2,1017.0,,4.0
2023-07-05 11:00:00,23.0,7.9,38.0,0.0,,260.0,22.0,37.0,1016.0,,3.0
2023-07-05 12:00:00,23.4,8.3,38.0,0.0,0.0,260.0,22.0,44.0,1016.1,,3.0
2023-07-05 13:00:00,24.0,7.2,34.0,0.0,,260.0,19.0,35.2,1016.0,,3.0
2023-07-05 14:00:00,25.0,7.2,32.0,0.0,,270.0,24.0,37.0,1016.0,,3.0
2023-07-05 15:00:00,24.9,6.1,30.0,0.0,0.0,250.0,24.0,44.0,1015.7,,3.0
2023-07-05 16:00:00,25.0,7.2,32.0,0.0,,270.0,19.0,33.3,1016.0,,3.0
2023-07-05 17:00:00,24.0,7.2,34.0,0.0,,290.0,19.0,29.6,1016.0,,3.0
2023-07-05 18:00:00,23.3,7.4,36.0,0.0,0.0,300.0,13.0,41.0,1015.8,,4.0
2023-07-05 19:00:00,21.0,7.9,43.0,0.0,,330.0,11.0,24.1,1017.0,,4.0
2023-07-05 20:00:00,19.0,8.9,52.0,0.0,,320.0,13.0,18.5,1017.0,,4.0
2023-07-05 21:00:00,18.4,9.2,55.0,0.0,0.0,310.0,9.0,18.0,1017.4,,4.0
2023-07-05 22:00:00,18.0,8.0,52.0,0.0,,140.0,4.0,11.1,1018.0,,4.0
2023-07-05 23:00:00,17.0,9.9,63.0,0.0,,250.0,2.0,11.1,1018.0,,4.0
2023-07-06 00:00:00,15.7,10.7,72.0,0.0,0.0,280.0,4.0,9.0,1018.5,,4.0
2023-07-06 01:00:00,14.0,10.0,77.0,0.0,,250.0,4.0,9.3,1018.0,,4.0
2023-07-06 02:00:00,13.1,9.5,79.0,0.0,,258.0,1.8,9.3,1018.9,,4.0
2023-07-06 03:00:00,12.0,9.0,82.0,0.0,0.0,100.0,2.0,8.0,1018.4,,4.0
2023-07-06 04:00:00,12.7,9.7,82.0,0.0,,264.0,3.7,9.3,1018.9,,4.0
2023-07-06 05:00:00,13.7,10.1,79.0,0.0,,263.0,3.7,9.3,1019.1,,4.0
2023-07-06 06:00:00,17.3,9.7,61.0,0.0,0.0,360.0,4.0,8.0,1018.9,,3.0
2023-07-06 07:00:00,20.3,11.0,55.0,0.0,,10.0,3.7,11.1,1019.2,,3.0
2023-07-06 08:00:00,21.1,10.9,52.0,0.0,,17.0,5.5,13.0,1019.2,,3.0
2023-07-06 09:00:00,22.6,8.7,41.0,0.0,0.0,40.0,8.0,21.0,1018.7,,3.0
2023-07-06 10:00:00,23.5,8.7,39.0,0.0,,22.0,7.4,13.0,1018.5,,4.0
2023-07-06 11:00:00,24.3,8.7,37.0,0.0,,13.0,7.4,16.7,1018.3,,3.0
2023-07-06 12:00:00,24.8,7.9,34.0,0.0,0.0,110.0,9.0,24.0,1018.2,,3.0
2023-07-06 13:00:00,25.6,8.6,34.0,0.0,,1.0,9.3,20.4,1017.6,,4.0
2023-07-06 14:00:00,26.0,7.1,30.0,0.0,,360.0,7.0,22.2,1017.0,,4.0
2023-07-06 15:00:00,26.5,7.0,29.0,0.0,0.0,50.0,5.0,28.0,1017.0,,4.0
2023-07-06 16:00:00,26.0,7.1,30.0,0.0,,90.0,4.0,22.2,1017.0,,2.0
2023-07-06 17:00:00,26.0,7.1,30.0,0.0,,80.0,9.0,20.4,1017.0,,2.0
2023-07-06 18:00:00,25.0,7.2,32.0,0.0,0.0,80.0,11.0,18.0,1016.9,,4.0
2023-07-06 19:00:00,23.0,7.9,38.0,0.0,,40.0,7.0,16.7,1018.0,,4.0
2023-07-06 20:00:00,19.0,8.9,52.0,0.0,,30.0,4.0,11.1,1018.0,,4.0
2023-07-06 21:00:00,18.0,9.6,58.0,0.0,0.0,20.0,4.0,8.0,1018.4,,4.0
2023-07-06 22:00:00,16.0,9.0,63.0,0.0,,340.0,6.0,13.0,1018.0,,4.0
2023-07-06 23:00:00,14.0,10.0,77.0,0.0,,270.0,4.0,11.1,1019.0,,4.0
2023-07-07 00:00:00,14.3,9.1,71.0,0.0,0.0,350.0,4.0,8.0,1019.1,,4.0
2023-07-07 01:00:00,13.0,9.1,77.0,0.0,,319.0,4.0,11.1,1019.0,,4.0
2023-07-07 02:00:00,12.0,9.0,82.0,0.0,,360.0,4.0,11.1,1019.0,,4.0
2023-07-07 03:00:00,11.8,8.8,82.0,0.0,0.0,360.0,4.0,5.0,1019.5,,4.0
2023-07-07 04:00:00,12.0,9.0,82.0,0.0,,360.0,4.0,14.8,1019.0,,1.0
2023-07-07 05:00:00,17.0,9.9,63.0,0.0,,360.0,7.0,14.8,1020.0,,1.0
2023-07-07 06:00:00,17.5,9.6,60.0,0.0,0.0,350.0,8.0,13.0,1020.0,,1.0
2023-07-07 07:00:00,22.0,11.1,50.0,0.0,,10.0,9.0,14.8,1020.0,,1.0
2023-07-07 08:00:00,24.0,11.0,44.0,0.0,,30.0,6.0,13.0,1020.0,,1.0
2023-07-07 09:00:00,25.1,10.2,39.0,0.0,0.0,60.0,5.0,15.0,1019.3,,1.0
2023-07-07 10:00:00,28.0,11.1,35.0,0.0,,58.0,7.0,20.4,1019.0,,4.0
2023-07-07 11:00:00,29.0,11.1,33.0,0.0,,64.0,6.0,20.4,1019.0,,1.0
2023-07-07 12:00:00,30.1,11.6,32.0,0.0,0.0,40.0,9.0,22.0,1017.7,,1.0
2023-07-07 13:00:00,32.0,11.2,28.0,0.0,,160.0,13.0,24.1,1018.0,,1.0
2023-07-07 14:00:00,32.0,11.2,28.0,0.0,,160.0,11.0,24.1,1017.0,,4.0
2023-07-07 15:00:00,32.6,10.0,25.0,0.0,0.0,150.0,8.0,24.0,1016.2,,2.0
2023-07-07 16:00:00,32.0,10.1,26.0,0.0,,130.0,6.0,16.7,1016.0,,2.0
2023-07-07 17:00:00,32.0,10.1,26.0,0.0,,72.0,6.0,16.7,1016.0,,2.0
2023-07-07 18:00:00,30.9,15.3,39.0,0.0,0.0,40.0,5.0,9.0,1015.2,,4.0
2023-07-07 19:00:00,27.0,9.8,34.0,0.0,,40.0,7.0,13.0,1016.0,,4.0
2023-07-07 20:00:00,23.0,12.9,53.0,0.0,,350.0,4.0,13.0,1016.0,,4.0
2023-07-07 21:00:00,21.7,11.7,53.0,0.0,0.0,310.0,2.0,21.0,1015.9,,4.0
2023-07-07 22:00:00,20.0,13.0,64.0,0.0,,300.0,6.0,9.3,1016.0,,4.0
2023-07-07 23:00:00,19.0,13.0,68.0,0.0,,267.0,2.0,11.1,1016.0,,4.0
2023-07-08 00:00:00,18.7,11.5,63.0,0.0,0.0,10.0,2.0,8.0,1015.9,,4.0
2023-07-08 01:00:00,17.0,11.9,72.0,0.0,,340.0,2.0,13.0,1016.0,,4.0
2023-07-08 02:00:00,16.0,12.0,77.0,0.0,,10.0,6.0,14.8,1016.0,,4.0
2023-07-08 03:00:00,16.7,12.2,75.0,0.0,0.0,20.0,5.0,13.0,1016.5,,4.0
2023-07-08 04:00:00,18.0,13.1,73.0,0.0,,160.0,7.0,20.4,1017.0,,4.0
2023-07-08 05:00:00,22.0,15.1,65.0,0.0,,190.0,30.0,18.5,1018.0,,4.0
2023-07-08 06:00:00,21.9,15.5,67.0,0.0,0.0,190.0,28.0,57.0,1017.9,,4.0
2023-07-08 07:00:00,23.0,15.1,61.0,0.0,,160.0,13.0,16.7,1018.0,,4.0
2023-07-08 08:00:00,26.0,15.1,51.0,0.0,,170.0,19.0,18.5,1018.0,,3.0
2023-07-08 09:00:00,28.1,14.3,43.0,0.0,0.0,190.0,26.0,44.0,1018.0,,3.0
2023-07-08 10:00:00,29.0,14.0,40.0,0.0,,180.0,19.0,22.2,1018.0,,4.0
2023-07-08 11:00:00,31.0,15.0,38.0,0.0,,180.0,15.0,22.2,1018.0,,4.0
2023-07-08 12:00:00,31.6,14.7,36.0,0.0,0.0,170.0,17.0,31.0,1017.2,,4.0
2023-07-08 13:00:00,32.0,14.2,34.0,2.1,,150.0,9.0,24.1,1018.0,,4.0
2023-07-08 14:00:00,32.0,13.2,32.0,0.0,,180.0,11.0,24.1,1017.0,,4.0
2023-07-08 15:00:00,32.9,14.0,32.0,0.0,0.0,200.0,9.0,22.0,1016.7,,4.0
2023-07-08 16:00:00,33.0,14.1,32.0,0.0,,230.0,9.0,24.1,1017.0,,3.0
2023-07-08 17:00:00,33.0,15.1,34.0,0.0,,200.0,9.0,20.4,1017.0,,4.0
2023-07-08 18:00:00,31.5,14.6,36.0,0.0,0.0,180.0,9.0,24.0,1016.6,,4.0
2023-07-08 19:00:00,28.0,15.0,45.0,0.0,,200.0,7.0,13.0,1018.0,,4.0
2023-07-08 20:00:00,26.0,16.0,54.0,0.0,,207.0,4.0,11.1,1018.0,,4.0
2023-07-08 21:00:00,24.5,15.7,58.0,0.0,0.0,220.0,8.0,9.0,1018.5,,4.0
2023-07-08 22:00:00,23.0,16.1,65.0,0.0,,190.0,6.0,11.1,1019.0,,4.0
2023-07-08 23:00:00,21.0,16.0,73.0,0.0,,209.0,4.0,13.0,1019.0,,4.0
2023-07-09 00:00:00,20.6,16.4,77.0,0.0,0.0,120.0,4.0,8.0,1019.3,,4.0
2023-07-09 01:00:00,21.0,16.0,73.0,0.0,,150.0,6.0,13.0,1020.0,,4.0
2023-07-09 02:00:00,19.0,16.0,83.0,0.0,,210.0,4.0,13.0,1020.0,,4.0
2023-07-09 03:00:00,18.3,15.7,85.0,0.0,0.0,190.0,2.0,5.0,1019.9,,4.0
2023-07-09 04:00:00,19.0,16.0,83.0,0.0,,202.0,4.0,11.1,1020.0,,2.0
2023-07-09 05:00:00,22.0,16.9,73.0,0.0,,190.0,4.0,11.1,1020.0,,2.0
2023-07-09 06:00:00,22.7,16.7,69.0,0.0,0.0,190.0,4.0,11.0,1020.3,,2.0
2023-07-09 07:00:00,27.0,16.9,54.0,0.0,,191.0,6.0,13.0,1020.0,,2.0
2023-07-09 08:00:00,30.0,17.1,46.0,0.0,,183.0,6.0,14.8,1020.0,,2.0
2023-07-09 09:00:00,30.7,17.1,44.0,0.0,0.0,150.0,8.0,17.0,1019.3,,3.0
2023-07-09 10:00:00,34.0,14.0,30.0,0.0,,140.0,7.0,22.2,1019.0,,4.0
2023-07-09 11:00:00,35.0,13.8,28.0,0.0,,190.0,13.0,22.2,1019.0,,3.0
2023-07-09 12:00:00,35.5,13.6,27.0,0.0,0.0,190.0,13.0,24.0,1018.0,,3.0
2023-07-09 13:00:00,35.0,13.8,28.0,0.0,,200.0,15.0,24.1,1018.0,,3.0
2023-07-09 14:00:00,34.0,14.0,30.0,0.0,,220.0,11.0,22.2,1018.0,,3.0
2023-07-09 15:00:00,31.7,16.1,39.0,0.0,0.0,260.0,9.0,18.0,1017.3,,3.0
2023-07-09 16:00:00,35.0,14.8,30.0,0.0,,290.0,13.0,18.5,1017.0,,4.0
2023-07-09 17:00:00,35.0,13.8,28.0,0.0,,340.0,7.0,16.7,1017.0,,4.0
2023-07-09 18:00:00,33.3,13.4,30.0,0.0,0.0,80.0,8.0,17.0,1016.0,,4.0
2023-07-09 19:00:00,30.0,16.1,43.0,0.0,,260.0,7.4,11.1,1017.0,,4.0
2023-07-09 20:00:00,26.0,16.0,54.0,0.0,,260.0,6.0,13.0,1017.0,,4.0
2023-07-09 21:00:00,24.9,15.5,56.0,0.0,0.0,260.0,4.0,9.0,1017.3,,4.0
2023-07-09 22:00:00,24.0,16.0,61.0,0.0,,320.0,9.0,11.1,1018.0,,4.0
2023-07-09 23:00:00,25.0,17.0,61.0,0.0,,340.0,9.0,14.8,1019.0,,4.0
2023-07-10 00:00:00,24.8,17.3,63.0,0.0,0.0,30.0,5.0,15.0,1018.4,,4.0
2023-07-10 01:00:00,24.0,18.0,69.0,0.0,,360.0,7.0,18.5,1020.0,,4.0
2023-07-10 02:00:00,23.0,19.0,78.0,0.0,,50.0,6.0,18.5,1020.0,,4.0
2023-07-10 03:00:00,22.8,19.6,82.0,0.0,0.0,340.0,5.0,13.0,1019.8,,4.0
2023-07-10 04:00:00,22.0,19.9,88.0,0.0,,210.0,6.0,14.8,1021.0,,7.0
2023-07-10 05:00:00,22.0,19.9,88.0,0.0,,220.0,9.0,13.0,1022.0,,4.0
2023-07-10 06:00:00,23.5,20.4,83.0,0.0,0.0,200.0,11.0,24.0,1021.2,,4.0
