debit,pression
5.016109895010479, 168.51268403062363
8.855783108132268, 236.45308404256025
17.202609143255, 365.2628299037248
20.82615830553532, 417.11675109477284
25.596336562237905, 461.3109316267114
29.616330307123853, 519.6152422706634
35.49579324987791, 574.6693003102525
41.485804980072295, 641.4017234821222
47.04511667518751, 677.6199525061924
49.472124558731856, 722.4674055842078
56.66890123948371, 773.8171254405406
62.98272054114411, 848.0050557030637
